PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,C3,RP,EM,RI,OI,FU,FP,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,DL,D2,EA,PG,WC,WE,SC,GA,PM,OA,HC,HP,DA,UT
J,"Piccini, B; Holl, R; De Beaufort, C; Gantenbein, CK; Malik, F; Kim, HY; Rica, I; Mirza, J; Leung, J; Preechasuk, L; Elbarbary, N; Iotova, V; Toni, S",,,,"Piccini, Barbara; Holl, Reinhard; De Beaufort, Carine; Gantenbein, Christina Kanaka; Malik, Faisal; Kim, Hwa Young; Rica, Itxaso; Mirza, Jawad; Leung, Joseph; Preechasuk, Lukana; Elbarbary, Nancy; Iotova, Violeta; Toni, Sonia",,,,,,,,,,,,,,,,,"[Piccini, Barbara; Toni, Sonia] Meyer Univ Childrens Hosp IRCCS, Diabetol & Endocrinol Unit, Florence, Italy; [Holl, Reinhard] Univ Ulm, Inst Epidemiol & Med Biometry Zibmt, Ulm, Germany; [De Beaufort, Carine] Univ Luxemburg, Pediat Clin, Ctr Hosp Luxemburg, Fac Sci Technol & Med, Luxembourg, Luxembourg; [Gantenbein, Christina Kanaka] Natl & Kapodistrian Univ Athens, Med Sch, Aghia Sophia Childrens Hosp, Div Endocrinol Diabet & Metab,Dept Pediat 1, Athens, Greece; [Malik, Faisal] Univ Washington, Sch Med, Dept Pediat, Seattle, WA USA; [Kim, Hwa Young] Seoul Natl Univ, Div Pediat Endocrinol & Metab, Dept Pediat, Bundang Hosp, Seongnam, South Korea; [Rica, Itxaso] Hosp Univ Cruces, Pediat Endocrinol Dept, Baracaldo, Spain; [Rica, Itxaso] Ciberdem, Biocrucesbizkaia, Barakaldo, Spain; [Mirza, Jawad] Mubarak Alkabeer Hosp, Dept Pediat, Pediat Endocrine & Diabet Unit, Minist Hlth, Kuwait, Kuwait; [Leung, Joseph] Univ British Columbia, Dept Endocrinol, Vancouver, BC, Canada; [Preechasuk, Lukana] Mahidol Univ, Siriraj Diabet Ctr Excellence, Fac Med, Siriraj Hosp, Bangkok, Thailand; [Elbarbary, Nancy] Ain Shams Univ, Dept Pediat, Diabet Unit, Cairo, Egypt; [Iotova, Violeta] Med Univ Varna, Dept Pediat, Varna, Bulgaria",Ulm University; University of Luxembourg; Luxembourg Hospital Center; The Aghia Sophia Children's Hospital; National & Kapodistrian University of Athens; University of Washington; University of Washington Seattle; Seoul National University (SNU); Hospital Universitario Cruces; CIBER - Centro de Investigacion Biomedica en Red; CIBERDEM; Mubarak Al-Kabeer Hospital; University of British Columbia; Mahidol University; Egyptian Knowledge Bank (EKB); Ain Shams University; Medical University Varna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:001609941100178
J,"Lyutsova, ED; Radeva, IG; Nikolova, KN; Karaivanov, KB; Radkova, DM; Gospodinova, MD",,,,"Lyutsova, E. D.; Radeva, I. G.; Nikolova, K. N.; Karaivanov, K. B.; Radkova, D. M.; Gospodinova, M. D.",,,,,,,,,,,,,,,,,"[Lyutsova, E. D.; Radeva, I. G.; Nikolova, K. N.; Karaivanov, K. B.; Radkova, D. M.; Gospodinova, M. D.] Med Univ Prof Dr Paraskev Stoyanov, Tsar Osvoboditel 100, Varna 9000, Bulgaria",Medical University Varna,"Lyutsova, ED (corresponding author), Med Univ Prof Dr Paraskev Stoyanov, Tsar Osvoboditel 100, Varna 9000, Bulgaria.",evalkova83@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:001530264100019
J,"Sokrateva, T; Roussev, B; Nashar, M; Salim, A; Ivanova, D",,,,"Sokrateva, Todorka; Roussev, Bogdan; Nashar, Milka; Salim, Ayshe; Ivanova, Diana",,,,,,,,,,,,,,,,,"[Sokrateva, Todorka; Roussev, Bogdan; Nashar, Milka; Salim, Ayshe; Ivanova, Diana] Med Univ Varna, Fac Pharm, Dept Biochem Mol Med & Nutrigen, Varna, Bulgaria",Medical University Varna,"Sokrateva, T (corresponding author), Med Univ Varna, Fac Pharm, Dept Biochem Mol Med & Nutrigen, Varna, Bulgaria.",sokrateva@mu-varna.bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:001501257600031
J,"Georgiev, T; Kabakchieva, P",,,,"Georgiev, Tsvetoslav; Kabakchieva, Plamena",,,,,,,,,,,,,,,,,"[Georgiev, Tsvetoslav] Univ Hosp St Marina, Clin Rheumatol, Varna, Bulgaria; [Georgiev, Tsvetoslav] Med Univ Varna, Fac Med, Dept Internal Med 1, Varna, Bulgaria; [Kabakchieva, Plamena] Naval Hosp Varna, Mil Med Acad, Clin Internal Dis, Varna, Bulgaria",Medical University Varna; Medical University Varna; Military Medical Academy Sofia,"Georgiev, T (corresponding author), Clin Rheumatol, 1 Hristo Smirnenski Blvd, Varna 9010, Bulgaria.",tsetso@medfaculty.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:001484075400004
J,"Ermenlieva, N; Stamova, S; Tsankova, G; Georgieva, E",,,,"Ermenlieva, Neli; Stamova, Sylvia; Tsankova, Gabriela; Georgieva, Emilia",,,,,,,,,,,,,,,,,"[Ermenlieva, Neli; Tsankova, Gabriela] Med Univ, Fac Med, Dept Microbiol & Virusol, Varna, Bulgaria; [Stamova, Sylvia] Med Univ, Fac Pharm, Dept Pharmaceut Chem, Varna, Bulgaria; [Georgieva, Emilia] Med Univ Varna, Med Coll, Med Lab Technician, Training Sect, Varna, Bulgaria",Medical University Varna; Medical University Varna; Medical University Varna,"Stamova, S (corresponding author), Med Univ, Fac Pharm, Dept Pharmaceut Chem, Varna, Bulgaria.",sylviastamova@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:001476524600013
J,"Radeva-Ilieva, M; Stoeva, S; Hvarchanova, N; Georgiev, KD",,,,"Radeva-Ilieva, Maya; Stoeva, Stanila; Hvarchanova, Nadezhda; Georgiev, Kaloyan D.",,,,,,,,,,,,,,,,,"[Radeva-Ilieva, Maya; Stoeva, Stanila; Hvarchanova, Nadezhda; Georgiev, Kaloyan D.] Med Univ Varna, Fac Pharm, Dept Pharmacol Toxicol & Pharmacotherapy, Varna 9002, Bulgaria",Medical University Varna,"Radeva-Ilieva, M (corresponding author), Med Univ Varna, Fac Pharm, Dept Pharmacol Toxicol & Pharmacotherapy, Varna 9002, Bulgaria.",maya.radeva@mu-varna.bg; stoeva.st@mu-varna.bg; nadejda.hvarchanova@mu-varna.bg; kaloyan.georgiev@mu-varna.bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:001442422800001
J,"Mladenov, V; Radanova, M; Galcheva, S; Iotova, V",,,,"Mladenov, Vilhelm; Radanova, Maria; Galcheva, Sonya; Iotova, Violeta",,,,,,,,,,,,,,,,,"[Mladenov, Vilhelm; Galcheva, Sonya; Iotova, Violeta] Med Univ Varna, Dept Pediat, Varna 9002, Bulgaria; [Radanova, Maria] Med Univ Varna, Dept Biochem Mol Med & Nutrigen, Varna 9000, Bulgaria",Medical University Varna; Medical University Varna,"Mladenov, V (corresponding author), Med Univ Varna, Dept Pediat, Varna 9002, Bulgaria.",vilhelm.mladenov@mu-varna.bg; maria.radanova@mu-varna.bg; sonya.galcheva@mu-varna.bg; violeta.iotova@mu-varna.bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:001442336200001
J,"Mahmood, L; Moreno, LA; Schwarz, P; Willems, R; Cardon, G; Hilal, S; Rurik, I; Iotova, V; Bazdarska, Y; Dimova, R; Anastasiou, K; Manios, Y; Gonzalez-Gil, EM",,,,"Mahmood, Lubna; Moreno, Luis A.; Schwarz, Peter; Willems, Ruben; Cardon, Greet; Hilal, Soukaina; Rurik, Imre; Iotova, Violeta; Bazdarska, Yuliya; Dimova, Roumyana; Anastasiou, Kostas; Manios, Yannis; Gonzalez-Gil, Esther M.",,Feel4Diabet Study Grp,,,,,,,,,,,,,,,"[Mahmood, Lubna; Moreno, Luis A.; Gonzalez-Gil, Esther M.] Univ Zaragoza, Growth Exercise Nutr & Dev GENUD Res Grp, Zaragoza, Spain; [Gonzalez-Gil, Esther M.] Inst Salud Carlos III, Ctr Invest Biomed Red Fisiopatol Obesidad & Nutr, Madrid, Spain; [Schwarz, Peter] Tech Univ Dresden, Fac Med Carl Gustav Carus, Dept Prevent & Care Diabet, D-01307 Dresden, Germany; [Schwarz, Peter] Helmholtz Ctr Munich, Paul Langerhans Inst Dresden, Univ Hosp, D-01307 Dresden, Germany; [Schwarz, Peter] Tech Univ Dresden, Fac Med, D-01307 Dresden, Germany; [Schwarz, Peter] German Ctr Diabet Res DZD eV, D-85764 Neuherberg, Germany; [Willems, Ruben] Univ Ghent, Dept Publ Hlth & Primary Care, Ghent, Belgium; [Cardon, Greet] Univ Ghent, Dept Movement & Sports Sci, Ghent, Belgium; [Hilal, Soukaina] Univ Debrecen, Doctoral Sch Hlth Sci, Debrecen, Hungary; [Rurik, Imre] Semmelweis Univ, Dept Family Med, Budapest, Hungary; [Iotova, Violeta; Bazdarska, Yuliya] Med Univ Varna, Dept Pediat, Varna, Bulgaria; [Dimova, Roumyana] Med Univ Sofia, Dept Endocrinol, Div Diabetol, Sofia, Bulgaria; [Anastasiou, Kostas; Manios, Yannis] Harokopio Univ, Sch Hlth Sci & Educ, Dept Nutr & Dietet, Athens, Greece; [Manios, Yannis] Hellen Mediterranean Univ, Res Ctr Inst Agrifood & Life Sci, Res Ctr, Iraklion, Greece; [Moreno, Luis A.] Inst Agroalimentario Aragon IA2, Zaragoza, Spain; [Moreno, Luis A.] Inst Invest Sanitaria Aragon IIS Aragon, Zaragoza, Spain",University of Zaragoza; CIBER - Centro de Investigacion Biomedica en Red; CIBEROBN; Instituto de Salud Carlos III; Technische Universitat Dresden; Helmholtz Association; Helmholtz-Center Munich - German Research Center for Environmental Health; Technische Universitat Dresden; Carl Gustav Carus University Hospital; Technische Universitat Dresden; German Center for Diabetes Research (DZD); Ghent University; Ghent University Hospital; Ghent University; University of Debrecen; Semmelweis University; Medical University Varna; Medical University Sofia; Harokopio University Athens; Hellenic Mediterranean University,"Moreno, LA (corresponding author), Univ Zaragoza, Growth Exercise Nutr & Dev GENUD Res Grp, Zaragoza, Spain.; Moreno, LA (corresponding author), Inst Agroalimentario Aragon IA2, Zaragoza, Spain.; Moreno, LA (corresponding author), Inst Invest Sanitaria Aragon IIS Aragon, Zaragoza, Spain.",lmoreno@unizar.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:001434992900002
J,"Hadzhieva-Hristova, A; Krumova, D; Stoeva, T; Georgieva, R; Iotova, V",,,,"Hadzhieva-Hristova, Adriana; Krumova, Darina; Stoeva, Temenuga; Georgieva, Ralitza; Iotova, Violeta",,,,,,,,,,,,,,,,,"[Hadzhieva-Hristova, Adriana; Krumova, Darina; Iotova, Violeta] Med Univ Varna, Dept Pediat, Varna 9002, Bulgaria; [Hadzhieva-Hristova, Adriana; Krumova, Darina; Iotova, Violeta] St Marina Univ Hosp, Clin & PICU 1, Varna 9010, Bulgaria; [Stoeva, Temenuga] Med Univ Varna, Dept Microbiol & Virol, Varna 9002, Bulgaria; [Stoeva, Temenuga] St Marina Univ Hosp, Microbiol Lab, Varna 9010, Bulgaria; [Georgieva, Ralitza] Med Univ Sofia, Dept Neonatol, Sofia 1431, Bulgaria",Medical University Varna; Medical University Varna; Medical University Varna; Medical University Varna; Medical University Sofia,"Hadzhieva-Hristova, A (corresponding author), Med Univ Varna, Dept Pediat, Varna 9002, Bulgaria.; Hadzhieva-Hristova, A (corresponding author), St Marina Univ Hosp, Clin & PICU 1, Varna 9010, Bulgaria.",adriana.hadzhieva@mu-varna.bg; dr.krumova@abv.bg; temenuga.stoeva@abv.bg; rgeorgieva@medfac.mu-sofia.bg; violeta.iotova@mu-varna.bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:001451984700001
J,"Kostov, S; Kornovski, Y; Slavchev, S; Ivanova, Y; Yordanov, A",,,,"Kostov, Stoyan; Kornovski, Yavor; Slavchev, Stanislav; Ivanova, Yonka; Yordanov., Angel",,,,,,,,,,,,,,,,,"[Kostov, Stoyan] Med Univ Pleven, Res Inst, Pleven 5800, Bulgaria; [Kornovski, Yavor; Slavchev, Stanislav; Ivanova, Yonka] Med Univ Prof Dr Paraskev Stoyanov, Hosp St Anna, Dept Gynecol, Varna 9002, Bulgaria; [Yordanov., Angel] Med Univ Pleven, Dept Gynecol Oncol, Pleven 5800, Bulgaria",Medical University Pleven; Medical University Varna; Medical University Pleven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:001485506300089
J,"Ndayishimiye, C; Tambor, M; Behmane, D; Dimova, A; Dudele, A; Dzakula, A; Erasti, B; Gaál, P; Habicht, T; Hrobon, P; Murauskiene, L; Palicz, T; Scîntee, SG; Slegerová, L; Vladescu, C; Dubas-Jakóbczyk, K",,,,"Ndayishimiye, Costase; Tambor, Marzena; Behmane, Daiga; Dimova, Antoniya; Dudele, Alina; Dzakula, Aleksandar; Erasti, Barbora; Gaal, Peter; Habicht, Triin; Hrobon, Pavel; Murauskiene, Liubove; Palicz, Tamas; Scintee, Silvia Gabriela; Slegerova, Lenka; Vladescu, Cristian; Dubas-Jakobczyk, Katarzyna",,,,,,,,,,,,,,,,,"[Ndayishimiye, Costase; Tambor, Marzena; Dubas-Jakobczyk, Katarzyna] Jagiellonian Univ, Med Coll, Inst Publ Hlth, Fac Hlth Sci, Krakow, Poland; [Ndayishimiye, Costase] Jagiellonian Univ, Med Coll, Doctoral Sch Med & Hlth Sci, Krakow, Poland; [Behmane, Daiga; Dudele, Alina] Riga Stradins Univ, Riga, Latvia; [Dimova, Antoniya] Med Univ Varna, Fac Publ Hlth, Varna, Bulgaria; [Dzakula, Aleksandar] Univ Zagreb, Sch Med, Zagreb, Croatia; [Erasti, Barbora; Murauskiene, Liubove] Vilnius Univ, Inst Hlth Sci, Fac Med, Dept Publ Hlth, Vilnius, Lithuania; [Gaal, Peter; Palicz, Tamas] Semmelweis Univ, Hlth Serv Management Training Ctr, Natl Lab Hlth Secur, Data Driven Hlth Div, Budapest, Hungary; [Gaal, Peter] Sapientia Hungarian Univ Transylvania, Fac Tech & Human Sci Targu Mures, Dept Appl Social Sci, Sfantu Gheorghe 540485, Mures, Romania; [Habicht, Triin] WHO, Barcelona Off Hlth Syst Financing, Barcelona, Spain; [Hrobon, Pavel] Adv Healthcare Management Inst, Prague, Czech Republic; [Scintee, Silvia Gabriela; Vladescu, Cristian] Natl Inst Hlth Serv Management, Bucharest, Romania; [Slegerova, Lenka] Charles Univ Prague, Inst Econ Studies, Fac Social Sci, Prague, Czech Republic; [Vladescu, Cristian] Titu Maiorescu Univ, Fac Med, Bucharest, Romania",Jagiellonian University; Collegium Medicum Jagiellonian University; Jagiellonian University; Collegium Medicum Jagiellonian University; Riga Stradins University; Medical University Varna; University of Zagreb; Vilnius University; Semmelweis University; Sapientia Hungarian University of Transylvania; World Health Organization; Charles University Prague; Titu Maiorescu University; Carol Davila University of Medicine & Pharmacy,"Dubas-Jakóbczyk, K (corresponding author), Jagiellonian Univ, Med Coll, Inst Publ Hlth, Hlth Econ & Social Secur Dept, Skawinska 8 St, PL-31531 Krakow, Poland.",costase.ndayishimiye@doctoral.uj.edu.pl; marzena.tambor@uj.edu.pl; Daiga.Behmane@rsu.lv; ant_dimova@abv.bg; Alina.Dudele@rsu.lv; barbora.erasti@mf.vu.lt; gaal.peter@emk.semmelweis.hu; habichtt@who.int; hrobon@advanceinstitute.cz; liubove.murauskiene@mf.vu.lt; palicz.tamas@emk.semmelweis.hu; lenka.slegerova@fsv.cuni.cz; katarzyna.dubas@uj.edu.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:001428592400001
J,"Mourouti, N; Kantaras, P; Mouratidou, T; Karaglani, M; Giménez-Legarre, N; de Miguel-Etayo, P; Rurik, I; Torzsa, P; Iotova, V; Tankova, T; Bazdarska, Y; Wikstrom, K; Cardon, G; Liatis, S; Makrilakis, K; Manios, Y",,,,"Mourouti, Niki; Kantaras, Paris; Mouratidou, Theodora; Karaglani, Makrina; Gimenez-Legarre, Natalia; de Miguel-Etayo, Pilar; Rurik, Imre; Torzsa, Peter; Iotova, Violeta; Tankova, Tsvetalina; Bazdarska, Yuliya; Wikstrom, Katja; Cardon, Greet; Liatis, Stavros; Makrilakis, Konstantinos; Manios, Yannis",,,,,,,,,,,,,,,,,"[Mourouti, Niki; Mouratidou, Theodora] Hellen Mediterranean Univ, Dept Nutr & Dietet, Sitia 72300, Greece; [Mourouti, Niki; Mouratidou, Theodora; Karaglani, Makrina; Manios, Yannis] Hellen Mediterranean Univ, Univ Res & Innovat Ctr, Inst Agrifood & Life Sci, GR-71003 Iraklion, Greece; [Mourouti, Niki; Kantaras, Paris; Manios, Yannis] Harokopio Univ, Sch Hlth Sci & Educ, Dept Nutr & Dietet, Athens 17671, Greece; [Karaglani, Makrina] Democritus Univ Thrace, Dept Med, Lab Pharmacol, GR-68132 Alexandroupolis, Greece; [Gimenez-Legarre, Natalia; de Miguel-Etayo, Pilar] Univ Zaragoza, Fac Ciencias Salud, GENUD Growth Exercise Nutr & Dev Res Grp, Zaragoza, Spain; [Gimenez-Legarre, Natalia; de Miguel-Etayo, Pilar] Inst Agroalimentario Aragon IA2, Zaragoza, Spain; [Gimenez-Legarre, Natalia; de Miguel-Etayo, Pilar] Inst Invest Sanitaria Aragon IIS Aragon, Zaragoza, Spain; [Gimenez-Legarre, Natalia; de Miguel-Etayo, Pilar] Inst Salud Carlos III, Ctr Invest Biomed Red Fisiopatol Obes & Nutr CIBER, Madrid, Spain; [Rurik, Imre; Torzsa, Peter] Semmelweis Univ, Dept Family Med, Budapest, Hungary; [Iotova, Violeta; Bazdarska, Yuliya] Med Univ Varna, Dept Microbiol & Virol, Varna 9002, Bulgaria; [Tankova, Tsvetalina] Med Univ Sofia, Clin Ctr Endocrinol & Gerontol, Sofia 1431, Bulgaria; [Wikstrom, Katja] Finnish Inst Hlth & Welf, Dept Publ Hlth & Welf, Helsinki, Finland; [Cardon, Greet] Univ Ghent, Dept Movement & Sports Sci, Ghent, Belgium; [Liatis, Stavros; Makrilakis, Konstantinos] Natl & Kapodistrian Univ Athens, Laiko Gen Hosp, Dept Propaedeut Med 1, Med Sch, Athens, Greece",Hellenic Mediterranean University; Hellenic Mediterranean University; Harokopio University Athens; Democritus University of Thrace; University of Zaragoza; Instituto de Salud Carlos III; Semmelweis University; Medical University Varna; Medical University Sofia; Ghent University; Laiko General Hospital; National & Kapodistrian University of Athens,"Mourouti, N (corresponding author), Hellen Mediterranean Univ, Dept Nutr & Dietet, Sitia 72300, Greece.; Mourouti, N (corresponding author), Hellen Mediterranean Univ, Univ Res & Innovat Ctr, Inst Agrifood & Life Sci, GR-71003 Iraklion, Greece.; Mourouti, N (corresponding author), Harokopio Univ, Sch Hlth Sci & Educ, Dept Nutr & Dietet, Athens 17671, Greece.",nmourouti@hua.gr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:001419047800001
J,"Yahya, D; Benkova-Petrova, M; Petrov, A; Hachmeriyan, M",,,,"Yahya, Dinnar; Benkova-Petrova, Miroslava; Petrov, Aleksandar; Hachmeriyan, Mari",,,,,,,,,,,,,,,,,"[Yahya, Dinnar; Hachmeriyan, Mari] Med Univ Varna, Fac Med, Dept Med Genet, Varna 9002, Bulgaria; [Yahya, Dinnar; Hachmeriyan, Mari] UMHAT Sv Marina Varna, Lab Med Genet, Hristo Smirnenski Blvd 1, Varna 9000, Bulgaria; [Benkova-Petrova, Miroslava; Petrov, Aleksandar] Med Univ Varna, Fac Med, Dept Internal Dis 2, Varna 9002, Bulgaria; [Benkova-Petrova, Miroslava; Petrov, Aleksandar] Univ Multiprofile Hosp Act Treatment Sv Marina, Clin Nephrol, Hristo Smirnenski Blvd 1, Varna 9000, Bulgaria",Medical University Varna; Medical University Varna,"Yahya, D (corresponding author), Med Univ Varna, Fac Med, Dept Med Genet, Varna 9002, Bulgaria.; Yahya, D (corresponding author), UMHAT Sv Marina Varna, Lab Med Genet, Hristo Smirnenski Blvd 1, Varna 9000, Bulgaria.",yahyadinnar@gmail.com; benkova_miroslava@yahoo.com; alexander.petrov1@gmail.com; mari.hachmeriyan@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:001452872300001
J,"Diddhenipothage, SADM; Beck, KJ; Amiyangoda, G; Bryce, J; Cima, L; De Groote, K; Deyanova, Y; Globa, E; Herrmann, G; Juul, A; Kjaer, ASL; Pedersen, AT; Poyrazoglu, S; Probst-Scheidegger, U; Sas, TCJ; Fica, S; Seneviratne, SN; Witczak, JK; Orchard, E; Tomlinson, JW; Ahmed, SF; Turner, HE",,,,"Mathara Diddhenipothage, Shani A. D.; Beck, Katharina J.; Amiyangoda, Gayana; Bryce, Jillian; Cima, Luminita; De Groote, Katya; Deyanova, Yana; Globa, Evgenia; Herrmann, Gloria; Juul, Anders; Kjaer, Anna Sophie L.; Pedersen, Anette Tonnes; Poyrazoglu, Sukran; Probst-Scheidegger, Ursina; Sas, Theo C. J.; Fica, Simona; Seneviratne, Sumudu Nimali; Witczak, Justyna Karolina; Orchard, Elizabeth; Tomlinson, Jeremy W.; Ahmed, S. Faisal; Turner, Helen E.",,,,,,,,,,,,,,,,,"[Mathara Diddhenipothage, Shani A. D.; Beck, Katharina J.; Amiyangoda, Gayana; Turner, Helen E.] Oxford Univ Hosp NHS Trust, Oxford Ctr Diabet Endocrinol & Metab, Oxford, England; [Bryce, Jillian; Ahmed, S. Faisal] Univ Glasgow, Royal Hosp Children, Sch Med, Dev Endocrinol Res Grp, Off Block, Glasgow, Scotland; [Cima, Luminita; Fica, Simona] Carol Davila Univ Med & Pharm, Elias Univ Hosp, Endocrinol Dept, Bucharest, Romania; [De Groote, Katya] Ghent Univ Hosp, Dept Pediat, Paediat Cardiol, Ghent, Belgium; [Deyanova, Yana] Med Univ Varna, Dept Pediat, Varna, Bulgaria; [Globa, Evgenia] MoH Ukraine, Ukrainian Res Ctr Endocrine Surg Endocrine Organs, Dept Pediat endocrinol, Kyiv, Ukraine; [Herrmann, Gloria] Univ Hosp Ulm, Dept Pediat & Adolescent Med, Div Pediat Endocrinol & Diabet, Ulm, Germany; [Juul, Anders; Kjaer, Anna Sophie L.] Copenhagen Univ Hosp, Dept Growth & Reprod, Rigshosp, Copenhagen, Denmark; [Juul, Anders; Kjaer, Anna Sophie L.] Copenhagen Univ Hosp, EDMaRC, Rigshosp, Copenhagen, Denmark; [Juul, Anders; Pedersen, Anette Tonnes] Univ Copenhagen, Dept Clin Med, Copenhagen, Denmark; [Juul, Anders] Copenhagen Univ Hosp, Int Ctr Res & Res Training Endocrine Disrupt Male, Rigshosp, Copenhagen, Denmark; [Pedersen, Anette Tonnes] Univ Copenhagen, Copenhagen Univ Hosp, Dept Gynecol, Rigshosp, Copenhagen, Denmark; [Poyrazoglu, Sukran] Istanbul Univ, Istanbul Fac Med, Pediat Endocrinol Unit, Istanbul, Turkiye; [Probst-Scheidegger, Ursina] Kantonsspital Winterthur, Pediat Dept, Winterthur, Switzerland; [Sas, Theo C. J.] Erasmus Univ, Sophia Childrens Hosp, Dept Pediat, Div Pediat Endocrinol,Med Ctr, Rotterdam, Netherlands; [Sas, Theo C. J.] Ctr Pediat & Adult Diabet Care & Res, Rotterdam, Netherlands; [Seneviratne, Sumudu Nimali] Univ Colombo, Fac Med, Dept Paediat, Colombo, Sri Lanka; [Witczak, Justyna Karolina] Univ Hosp Wales, Ctr Endocrine & Diabet Sci, Cardiff, Wales; [Orchard, Elizabeth] Oxford Univ Hosp NHS Fdn Trust, Dept Cardiol, Oxford, England; [Tomlinson, Jeremy W.] Univ Oxford, Oxford Ctr Diabet Endocrinol & Metab, NIHR Oxford Biomed Res Ctr, Oxford, England",Oxford University Hospitals NHS Foundation Trust; University of Oxford; University of Glasgow; Carol Davila University of Medicine & Pharmacy; Ghent University; Ghent University Hospital; Medical University Varna; Ulm University; Rigshospitalet; University of Copenhagen; Copenhagen University Hospital; Rigshospitalet; University of Copenhagen; Copenhagen University Hospital; University of Copenhagen; University of Copenhagen; Copenhagen University Hospital; Rigshospitalet; Rigshospitalet; University of Copenhagen; Copenhagen University Hospital; Istanbul University; Erasmus University Rotterdam; Erasmus MC - Sophia Children's Hospital; Erasmus MC; University of Colombo; Cardiff University; Oxford University Hospitals NHS Foundation Trust; University of Oxford,"Diddhenipothage, SADM (corresponding author), Oxford Univ Hosp NHS Trust, Oxford Ctr Diabet Endocrinol & Metab, Oxford, England.",dilrukmatharage@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:001464144400003
J,"Tumbarski, Y; Ivanov, I; Todorova, M; Apostolova, S; Tzoneva, R; Nikolova, K",,,,"Tumbarski, Yulian; Ivanov, Ivan; Todorova, Mina; Apostolova, Sonia; Tzoneva, Rumiana; Nikolova, Krastena",,,,,,,,,,,,,,,,,"[Tumbarski, Yulian] Univ Food Technol, Dept Microbiol & Biotechnol, Plovdiv 4002, Bulgaria; [Ivanov, Ivan] Univ Food Technol, Dept Organ Chem & Inorgan Chem, Plovdiv 4002, Bulgaria; [Todorova, Mina] Paisii Hilendarski Univ Plovdiv, Dept Organ Chem, Plovdiv 4000, Bulgaria; [Apostolova, Sonia; Tzoneva, Rumiana] Bulgarian Acad Sci, Inst Biophys & Biomed Engn, Lab Transmembrane Signaling, Sofia 1113, Bulgaria; [Nikolova, Krastena] Med Univ Varna, Dept Phys & Biophys, Varna 9000, Bulgaria",University of Food Technology - Bulgaria; University of Food Technology - Bulgaria; Plovdiv University; Bulgarian Academy of Sciences; Medical University Varna,"Tumbarski, Y (corresponding author), Univ Food Technol, Dept Microbiol & Biotechnol, Plovdiv 4002, Bulgaria.; Nikolova, K (corresponding author), Med Univ Varna, Dept Phys & Biophys, Varna 9000, Bulgaria.",tumbarski@abv.bg; ivanov_ivan.1979@yahoo.com; mm_todorova@abv.bg; sonia_apostolova@yahoo.com; rtzoneva65@gmail.com; krastena.nikolova@mu-varna.bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:001430529100001
